신문사,제목,본문_요약,링크,카테고리,예측점수,최종선택여부
조선일보,20·30대 쉬었음 남성 46만명... 집계 이래 최다,"제조·건설업 중심 취업난에 2년 연속 증가세... 여성은 감소제조·건설업 등 주력 산업 중심의 취업난이 장기화하면서 일도, 구직 활동도 하지 않는 20·30대 ‘쉬었음’ 응답 남성이 지난달 집계 이래 최다인 46만명 수준까지 늘었다.14일 국가데이터처의 경제활동인구 조사 결과에 따르면, 지난달 20·30대 쉬었음 인구는 71만8968명으로 1년 전보다 3.4% 증가했다. 이 연령대 남성 쉬었음 인구가 46만2073명으로 전년 동월 대비 9.7% 늘어난 영향이 컸다. 관련 통계가 집계되기 시작한 2014년(28만2957명) 이후 11월 기준 가장 많다. 저출생으로 20·30대 인구가 꾸준히 줄어드는 가운데 이 연령대 남성 쉬었음 인구는 작년부터 2년 연속 늘었다.20·30대 여성 쉬었음 인구(25만6895명)...",https://n.news.naver.com/article/newspaper/023/0003946834?date=20251215,경영,0.159025652,1
매일경제,"[단독] 中企 새 희망 'AX'… 창원 부품사, GM 핵심 협력사 됐다",K제조업 AI파워업AI로 생산성 높이고 불량 줄여BYD·마힌드라 공급도 앞둬◆ 창간 60주년 K제조업 AI파워업 ◆자동차 조향장치에 들어가는 부품을 생산하는 태림산업이 최근 미국 자동차 업체 제너럴모터스(GM)의 1차 벤더로 승격했다. 최근 국내 완성차 업체들이 생산기지를 해외로 이전하면서 국내 자동차 부품 업체가 타격을 입고 있는 가운데 경남 창원에 위치한 이 중소기업은 '인공지능(AI) 대전환(AX)'에 성공하며 GM의 최상위 협력사 위치로 올라선 것이다.14일 자동차 업계에 따르면 태림산업은 GM의 1차 벤더가 돼 부품 공급에 돌입했다. 2019년부터 GM에 부품(I-샤프트)을 공급한 지 6년 만에 이룬 쾌거다.GM과 같은 글로벌 자동차 메이커의 1차 협력 업체가 되려면 고도의 기술력이 필수다. GM이...,https://n.news.naver.com/article/newspaper/009/0005605878?date=20251215,기타,0.156259061,
매일경제,돌아온 리서치 명가 … 신한證 10년만에 1위,"2025 매경 베스트 애널리스트6개 부문서 베스트 왕좌 탈환9년 연속 1위 하나증권 2위로화학·정유 윤재성 10년째 '톱'3위 메리츠 6명 베스트 등극해디지털화폐 첫 1위 NH 홍성욱국내 최고 권위를 자랑하는 매경이코노미 베스트 애널리스트 평가에서 신한투자증권이 종합 1위를 거머쥐었다.매경이코노미·나이스디앤알이 공동으로 2025년 베스트 애널리스트를 선정한 결과, 신한투자증권은 6개 부문에서 베스트를 기록해 10년 만에 왕좌를 탈환했다. 10연패를 노리던 하나증권은 베테랑들이 미끄러지며 아쉬움을 남겼다. 베스트 6명을 배출해 신한투자증권과 동률인 메리츠증권은 3위에 올라 다음 평가에 대한 기대감을 키웠다.1위 신한투자증권은 22개 부문에서 5위권 성적을 내 리서치 명가(名家) 위상을 되찾았다. 한때 간판 애...",https://n.news.naver.com/article/newspaper/009/0005605786?date=20251215,업계,0.150131226,
매일경제,"K게임사, 플랫폼 키워 '한국판 스팀' 노려",게임 구매·아이템 결제부터이용자 소통 커뮤니티까지플랫폼 안에서 모두 가능충성고객 확보해 매출 확대구글·애플에 낼 수수료 줄여수익성 개선까지 '일석이조'국내 대표 게임사들이 게임과 아이템 결제부터 이용자들이 소통할 수 있는 커뮤니티 기능까지 통합한 자체 플랫폼을 강화하고 있다. 처음에는 PC와 모바일 환경을 오가며 게임을 즐기는 '크로스 플레이'를 지원하기 위해 만들었다. 최근에는 자사 게임 관련 재화를 구입할 수 있는 기능을 추가하고 해외 유명 게임사의 대작과 국내 인디 게임까지 판매하는 '게임 오픈마켓'으로서의 역할도 키우고 있다.14일 게임 업계에 따르면 엔씨소프트는 지난달 출시한 '아이온2'와 기존 리니지 시리즈에 PC 플랫폼 '퍼플'을 통한 자체 결제 시스템을 도입했다.이전에는 모바일뿐 아니라 PC ...,https://n.news.naver.com/article/newspaper/009/0005605812?date=20251215,경영,0.149866037,
한국경제,[백승현의 시각] 누구를 위한 정년연장일까,"더불어민주당이 올해 내 입법을 공언했던 정년 65세 연장 논의가 ‘다행히’ 공전하고 있다. 주무 부처인 고용노동부가 지난 11일 내놓은 10쪽짜리 ‘2026년 업무보고’ 보도자료엔 정년 연장이라는 단어는 딱 한 번 등장했고, 생중계된 업무보고 회의에서 이재명 대통령도 “정년 연장 문제는 논란이 좀 많던데…”라며 언급을 자제했다. 속도전으로 밀어붙이던 국정과제에 브레이크가 걸린 모양새다.우연일까. 세밑 한파가 몰아치는 요즘 자고 나면 뉴스에서는 산업계 전반의 희망퇴직 소식이 끊이지 않고 있다. 1960년대생이 일거에 정리됐다는 기업의 임원 인사 소식은 별나라 얘기로 치더라도, 고작 만 45세면 이미 정리 대상이 된 지 오래다. 그런가 하면 농어촌이나 뿌리산업 공장을 주로 보여주는 TV 프로그램에 등장하는 근로...",https://n.news.naver.com/article/newspaper/015/0005224290?date=20251215,기타,0.1480998,
조선일보,"조미김 美 수출 관세 ‘면제’... 올해 대미 김 수출, 전년 대비 15.9% 늘어","우리나라 김의 최대 해외 수요처인 미국이 우리 김에 대한 관세를 면제한 것으로 나타났다. 업계에서는 한국 김의 인기가 높은 미국에서 15%를 부과하던 관세가 0%로 되면서 김 수출이 한층 늘 것으로 기대하고 있다.해양수산부는 지난달 미국 백악관이 발표한 상호 관세 관련 팩트시트(설명 자료)에 수산물 중 유일하게 조미김이 무관세 품목으로 기재됐다고 14일 밝혔다. 다만 마른김은 다른 수산물과 마찬가지로 15%의 상호 관세가 유지된다.해수부에 따르면, 조미김 무관세는 통관 날짜 기준 지난달 13일부터 적용됐다. 김은 K-푸드 수출 상위 품목 가운데 유일하게 미국에서 관세를 면제받은 것으로 알려졌다. 트럼프 정부의 상호 관세 부과에도 올 들어 지난달까지 대미(對美) 김 수출액은 2억2800만달러(약 3400억원)...",https://n.news.naver.com/article/newspaper/023/0003946798?date=20251215,기타,0.146142071,
중앙일보,"""3세대 MASH 치료제 선도하자"" 글로벌 제약사들 각축전 [Health&]","지방간 치료제 개발 최신 동향FGF21, 섬유화 3~4단계까지 치료제약사 100억 달러 넘게 투자 경쟁유한양행 ‘YH25724’ 국내 첫 개발미·일·유럽 글로벌 1상 시험 마쳐지방간 질환 치료제 시장이 새로운 전환점을 맞았다. 2023년 비알코올성 지방간염(NASH) 명칭이 ‘대사이상 관련 지방간염’(MASH)으로 공식 개편되고, 2024년 첫 승인 치료제(레즈디프라)가 등장하면서다. 그동안 치료 옵션이 부족했던 분야에서 선택지가 넓어지자 시장은 경쟁 국면에 들어섰다. 글로벌 제약기업들은 간·대사 질환을 차세대 성장 동력으로 삼고, 대규모 인수·제휴 전략을 펼치고 있다.MASH 치료제 개발의 중심축도 달라졌다. 초기 THR-β 기반의 1세대 약물에서 GLP-1 등 인크레틴 기반의 2세대를 거쳐 최근엔 ‘FG...",https://n.news.naver.com/article/newspaper/025/0003489795?date=20251215,경영,0.132647483,
매일경제,현대 '디올 뉴 넥쏘' 안전 최고 … 유럽 평가서 ★★★★★ 등급,"현대차 수소전기차 '디 올 뉴 넥쏘'(사진)가 유럽에서 최고 수준의 안전성을 공식 인정받았다.현대차는 14일 넥쏘가 유럽 신차 안전성 평가 프로그램 '유로 NCAP'에서 최고 등급인 별 다섯을 받았다고 밝혔다. 넥쏘는 충돌 상황에서도 승객 공간을 안정적으로 유지하고 다양한 첨단 안전 사양이 탑재된 점을 인정받아 최고 등급을 획득했다.유로 NCAP 측은 넥쏘가 정면과 측면 충돌 상황에서 승객 공간이 안전한 상태를 유지해 탑승자의 신체를 보호하고, 탑승자 간 부상 위험을 줄인 것을 높게 평가했다. 특히 차량은 6세와 10세 더미(인체모형) 보호 항목에서 최고점을 받았다.긴급구난센터에 사고를 자동으로 알리는 시스템과 충돌 시 추가 사고를 방지하는 다중 충돌방지 자동 제동 시스템도 높게 평가됐다.이와 함께 자동 긴...",https://n.news.naver.com/article/newspaper/009/0005605763?date=20251215,기타,0.132049996,
한국경제,"버려지는 팔라듐, 고효율 회수 기술 나왔다","KIST, 맥신 나노 신소재로고속 대량 흡착 기술 개발산업 전반에 쓰이는 희소 귀금속인 팔라듐을 높은 효율로 회수하는 기술이 개발됐다.한국과학기술연구원(KIST)은 최재우 책임연구원, 수소·연료전지연구단 김진영 책임연구원 연구팀이 티타늄 기반 맥신 물질로 친환경 팔라듐 회수 기술을 개발했다고 14일 밝혔다.팔라듐은 매우 적은 양으로 뛰어난 촉매 역할을 하는 백금족 물질이다. 금, 은, 백금과 함께 ‘세계 4대 귀금속’으로도 불린다. 스마트폰, 반도체 생산 공정 등 다양한 산업과 일상 제품에 쓰인다. 가솔린 차량의 불완전연소에서 배출되는 일산화탄소 등을 물로 바꿔 환경오염을 줄이는 역할도 한다. 하지만 생산지가 일부 국가 에 집중돼 공급이 불안정하다. 각종 전자제품 폐기물에서 회수하려 해도 산업 현장에서 효율...",https://n.news.naver.com/article/newspaper/015/0005224239?date=20251215,업계,0.130447595,
동아일보,"현대 수소차 ‘넥쏘’, 유럽 안전성 평가 최고 등급","현대자동차의 수소전기차 ‘디 올 뉴 넥쏘’가 유럽 신차 안전성 평가에서 최고 등급을 받았다.현대차는 넥쏘가 유럽 신차 안전성 평가 프로그램인 ‘유로엔캡(Euro NCAP)’에서 최고 등급인 별 다섯을 획득했다고 14일 밝혔다. 1997년부터 시작된 유로엔캡은 미국고속도로안전보험협회(IIHS)와 함께 세계적으로 신뢰받는 평가 프로그램이다. 2018년 1세대 넥쏘가 수소차 최초로 별 다섯을 받은 데 이어 2세대도 최고 등급을 기록하며, 현대차는 수소차 분야 안전 경쟁력을 입증했다.넥쏘는 성인·어린이 탑승자 보호, 보행자 보호, 안전 보조 시스템 등 전 항목에서 우수한 성적을 거뒀다. 성인 탑승자 보호 평가에서는 정면·측면 충돌 시 승객 공간을 안전하게 유지하면서 탑승자의 주요 신체 부위를 잘 보호하고, 탑승자 ...",https://n.news.naver.com/article/newspaper/020/0003681698?date=20251215,기타,0.129162124,
동아일보,소득과 재산에 맞는 퇴직연금 수령 방법을 찾아라[김동엽의 금퇴 이야기],"퇴직연금이 도입되고 20년이 흐르면서 퇴직급여를 연금으로 수령하는 퇴직자가 늘어나고 있다. 연금 수령자가 늘어나면서 연금 수령 시기와 방법에 대한 관심 또한 높아지고 있다. 은퇴자들은 자신의 소득과 재산 현황을 고려하면서 동시에 절세 효과를 최대로 높일 수 있는 방법을 찾아야 한다.● 소득 공백 기간에 집중 인출많은 퇴직자들이 퇴직 이후 노령연금 수령까지 생기는 소득 공백을 메우기 위해 퇴직연금을 활용한다. 직장인의 정년은 60세이지만, 그보다 빨리 퇴직하는 경우도 많다. 이 같은 소득 공백을 메우기 위한 재원으로 퇴직연금을 활용하는 것이다. 이 경우 월급과 국민연금 사이를 잇는 퇴직연금을 ‘가교연금’이라고 부르기도 한다.퇴직급여를 일시에 현금으로 수령할 때는 퇴직소득세를 납부해야 한다. 하지만 퇴직급여를 ...",https://n.news.naver.com/article/newspaper/020/0003681660?date=20251215,경영,0.127027242,
매일경제,"""대형마트 PB김치 잘나가네"" 올해 판매량 5000t 첫 돌파","가성비 중시 20·30대에 인기식품사 제품 대비 30% 저렴이마트 판매 '톱 10' 김치 중노브랜드 제품이 4개 차지해이마트·롯데마트·홈플러스 등 대형마트 3사의 자체브랜드(PB) 김치가 고물가에 따른 '가성비 소비' 바람에 올해 처음으로 판매량 5000t을 돌파할 것으로 보이는 등 인기를 끌고 있다. 지난해보다 판매량이 300t 가까이 늘어날 것으로 보이는데 대형마트들은 상품군 강화에 팔을 걷어붙였다.14일 대형마트 3사의 올해 PB김치 판매량 전망을 종합한 결과 5000t을 넘어설 것으로 보인다. 지난해 판매량보다 300t가량 늘어날 것으로 보이는데, 재료비·인건비 상승 등에 따라 가격이 10%가량 오른 점을 감안하면 각 사의 PB김치 매출 증가율은 두 자릿수를 기록할 것으로 보인다.이마트는 올해 자사 ...",https://n.news.naver.com/article/newspaper/009/0005605793?date=20251215,업계,0.124420031,
조선일보,원자력·위성·AI… 전략 기술 논문 中이 1위 싹쓸이,"74개 분야서 66개 선두, 美는 8개중국이 원자력·소형 위성·인공지능(AI) 등 국가 안보와 산업 경쟁력을 좌우하는 ‘국가 전략 기술’ 연구 분야 90%에서 세계 1위라는 조사 결과가 나왔다. 20년 전에는 미국이 94%로 압도했는데 전략 기술 연구 리더가 미국에서 중국으로 완전히 넘어간 것이다. 연구 순위는 앞으로 상용화할 기술의 선행 지표라는 점에서 전략 기술 산업 분야에서도 중국이 글로벌 장악력을 빠르게 키워나갈 것이라는 지적이 나온다.국제 학술지 네이처는 12일(현지 시각) 호주전략정책연구소(ASPI)의 ‘전략 기술 추적(Critical Technology Tracker) 2025’ 결과를 인용하며 “중국이 핵심 기술의 90%에서 연구를 주도하고 있고, 이는 이번 세기에 일어난 극적인 변화”라고 전...",https://n.news.naver.com/article/newspaper/023/0003946934?date=20251215,경영,0.105066146,
중앙일보,"AI 전력 해법 우주에서 찾는다…빅테크, '저궤도 센터' 구축 전쟁","우주가 인공지능(AI)의 연산 공간으로 재평가되고 있다. 빅테크들이 전력 부족, 발열 문제에 직면한 지상 AI 데이터센터 대신 우주에 데이터센터를 설치하는 방안을 본격 추진하면서다.무슨일이야월스트리트저널(WSJ)은 지난 10일(현지시간) “일론 머스크가 창업한 스페이스X가 스타링크 위성에 AI 연산 장비를 탑재해 우주 AI 데이터센터를 구축하는 계획을 추진 중”이라며 “아마존 창업자 제프 베이조스의 우주기업 블루 오리진도 1년 넘게 우주 데이터센터 기술 개발 전담팀을 운영하고 있다”고 보도했다. 우주 AI 데이터센터란 AI 연산 장치를 여러 저궤도(지상 200~2000㎞) 위성에 실어 데이터센터처럼 운영하는 기술이다. 여러 위성이 서로 연결돼 하나의 큰 컴퓨팅 센터처럼 협력해 연산을 수행하는 걸 목표로 한다...",https://n.news.naver.com/article/newspaper/025/0003489813?date=20251215,업계,0.101796246,
중앙일보,일찌감치 중간선거 발동 거는 트럼프…승부처는 '생활비 여력' [김형구의 USA오디세이],"“우유랑 달걀, 빵만 샀는데도 40달러(약 5만9000원)가 훌쩍 넘어가요. 식료품 물가가 너무 올라 마트 나오기가 무서울 정도예요.”12일(현지시간) 미 버지니아주 매클린시의 한 대형 마트에서 만난 50대 주부 로라 피셔는 영수증에 찍힌 숫자를 보며 이렇게 말했다. 소고기 판매대를 서성이던 30대 데이브 밀러는 “고깃값이 1년 전에 비해 30%는 뛴 것 같다”며 “도널드 트럼프 대통령을 찍으면 물가는 잡힐 거라 생각했는데…”라며 말끝을 흐렸다.치솟는 물가로 어려움을 호소하는 미국 국민들의 절박한 목소리들이다. 이처럼 고(高)물가의 파고가 미국인들의 일상을 뒤덮은 가운데 트럼프 대통령은 내년 11월 치러질 중간선거를 향한 선거전에 일찌감치 시동을 걸었다. 전국 단위 선거에서 최대 경합지역으로 꼽히는 펜실베이...",https://n.news.naver.com/article/newspaper/025/0003489743?date=20251215,경영,0.092258813,
조선일보,한미일 포함 ‘AI 공급망 동맹’ 출범… 中매체 “실패할 것”,"美 주도 ‘팍스 실리카’에 8국 참여미국이 주도하는 인공지능(AI)·반도체 공급망 관련 전략 협력체 ‘팍스 실리카 서밋(Pax Silica Summit)’의 첫 회의가 12일(현지 시각) 미국 워싱턴DC에서 열렸다. 이날 회의에는 한국, 일본, 싱가포르, 네덜란드, 영국, 호주, 아랍에미리트(UAE), 이스라엘 등 8국이 정식 회원으로 참여했고 대만, 유럽연합(EU), 캐나다, 경제협력개발기구(OECD)도 특별 초청을 받았다.13일 우리 외교부는 김진아 2차관이 수석대표로 이 회의에 참석했다고 밝히며, 팍스 실리카를 “미측 제안으로 발족한 경제안보 협의체”라고 소개했다. 하지만 중국 관영 글로벌타임스는 팍스 실리카를 “중국을 견제하기 위한 AI 공급망 확보 동맹”으로 규정하며 경계심을 드러냈다. 이재명 대통...",https://n.news.naver.com/article/newspaper/023/0003946923?date=20251215,경영,0.091566109,
매일경제,고속도로 주행 알아서 척척…'초보운전' 걱정 덜었죠,캐딜락 에스컬레이드 IQ '슈퍼크루즈' 기능 국내 첫 적용지정된 도로 진입해 속도 설정땐앞차 간격 유지하며 차선 변경도장거리 이동때 운전자 피로 줄어전방주시 안할땐 즉각 경고 진동핸즈프리 해제돼 직접 핸들 잡아야'두두두두~' 운전석 시트 왼쪽이 요란하게 떨렸다. 전면 디스플레이에는 '자동 차선 변경' 알림이 켜졌고 곧 차는 알아서 왼쪽으로 이동하며 앞차를 추월했다. 추월이 끝나자 이번에는 시트 오른편이 진동했고 차량은 자연스럽게 다시 2차선으로 돌아왔다. 운전하는 내내 스티어링 휠(핸들)에 손을 올리지 않았다.한국GM이 국내 시장에 처음 들여온 '핸즈프리' 자율주행 기술인 슈퍼크루즈가 실제 도로에서 구현한 장면이다. 스티어링 휠을 잡지 않아도 되는 주행 기술이 상용화되면서 완성차 업계 자율주행 경쟁에도 불이...,https://n.news.naver.com/article/newspaper/009/0005605748?date=20251215,기타,0.090372922,
매일경제,LCD 선제 투자로 TV '게임체인저'… 아이소셀로 '이미지센서 강자' 소니 흔들어,"삼성전자가 남긴 '테크 족적'세상을 바꾼 엄청난 혁신이 당시에는 그것을 만들어낸 사람들조차 얼마나 큰 변화를 만들지 전혀 예상하지 못했던 경우가 있습니다. 삼성전자가 테크 산업에 남긴 중요한 족적들을 정리해봤습니다.1998년 삼성전자는 그래픽용 D램 GDDR을 최초로 상업화합니다. 그래픽 처리에 강한 D램이었던 GDDR은 엔비디아와 같은 그래픽카드 기업들에 중요한 메모리였고, 결국 인공지능(AI) 시대를 여는 핵심 반도체가 됩니다.삼성전자는 1998년 TFT-LCD 시장 1위가 되는데요. 여기서 확보한 경쟁력으로 대형 LCD 패널까지 만들고 이것은 삼성전자가 LCD TV 시장에서 1위가 되는 중요한 경쟁력이 됩니다. 이는 TV 시장의 패러다임을 브라운관 TV에서 평판 TV로 바꾸는 계기가 되죠.2003년 삼...",https://n.news.naver.com/article/newspaper/009/0005605782?date=20251215,경영,0.088477688,
매일경제,日기준금리 인상 유력 … 30년만에 0.75% 된다,"日銀 19일 금융정책결정회의위원 절반이상 인상에 무게전문가들 ""향후 2~4회 인상""일본은행이 오는 18~19일 열리는 금융정책결정회의에서 기준금리인 단기 정책금리를 현재의 0.5%에서 0.75%로 인상할 것이 유력시되고 있다. 금리가 오르면 1995년 이후 30년 만에 처음 '0.5%의 벽'을 넘어서게 된다.14일 니혼게이자이신문(닛케이)은 금리 결정에 참여하는 정책위원 9명 가운데 절반 이상이 금리 인상을 지지하고 있다고 보도했다. 일본은행은 지난 1월 회의에서 기준금리를 0.25%에서 0.5%로 올렸고, 이후 여섯 차례 열린 회의에서는 모두 동결했다.일본은행은 1990년대 초반 거품경제가 붕괴된 이후 1995년 9월 당시 기준금리에 해당하는 지급준비율을 1.0%에서 0.5%로 낮췄다. 이후 기준금리가 0...",https://n.news.naver.com/article/newspaper/009/0005605846?date=20251215,경영,0.084393158,
중앙일보,"현대차 넥쏘, 유럽 안전평가서 최고 등급","현대자동차의 수소전기차 ‘디 올 뉴 넥쏘’가 유럽 신차 안전성 평가 프로그램인 유로 NCAP에서 최고 등급인(별 다섯)을 획득했다. 현대차는 14일 넥쏘가 유로 NCAP 충돌 안전성 평가에서 승객 공간을 안정적으로 유지하며 탑승자를 효과적으로 보호한 점과 다양한 첨단 안전 사양을 갖춘 점을 인정받아 최고 등급을 받았다고 밝혔다.이번 평가로 현대차는 2021년 아이오닉 5, 2022년 아이오닉 6, 올해 9월 아이오닉 9에 이어 수소전기차 넥쏘까지 전동화 라인업 주요 모델이 모두 유로 NCAP 최고 등급을 받게 됐다....",https://n.news.naver.com/article/newspaper/025/0003489726?date=20251215,기타,0.082221487,
한국경제,"고환율 여파, 생산자물가에 본격 반영되나","주간 전망대11월 생산자물가지수원재료 값 변동폭 담아日銀, 기준금리 결정원·달러 환율에도 영향올해 기업활동조사 발표산업별 연간통계도 공개이번주에는 고(高)환율이 물가를 본격적으로 들썩이게 할지 몇 개월 앞서 예상할 수 있는 11월 생산자물가지수(PPI)가 발표된다. 2024년 기업 경영 실적과 퇴직연금 및 육아휴직 현황을 파악할 수 있는 통계들도 잇따라 나올 예정이다.한국은행은 오는 19일 11월 생산자물가지수를 발표한다. 10월 생산자물가지수는 120.82(2020년 수준 100)로, 전월보다 0.2% 올랐다. 9월(0.4%)에 이어 두 달 연속 오름세가 이어졌다. 11월 생산자물가지수의 주목도가 큰 것은 석유·화학제품, 곡물같이 생활필수품과 가공식품의 원재료가 되는 품목의 가격 변동을 확인할 수 있기 때...",https://n.news.naver.com/article/newspaper/015/0005224193?date=20251215,업계,0.079466718,1
조선일보,"[단독] 새울 3호기, 사전 심사 모두 통과… 이르면 연내 시운전 개시","19일 원안위 회의서 운영 허가 여부 논의허가 시 6개월 가량 시운전 후 상업 운전“기술 문제 없는데 행정 지연해선 안 돼”울산 울주군에 위치한 신규 원전 ‘새울 3호기’가 원자력안전위원회(원안위)의 운영 허가만을 남겨두게 됐다. 오는 22일 전남 영광 ‘한빛 1호기’의 설계수명이 끝나는 가운데, 새울 3호기가 연내 시운전에 착수해 전력 수급의 공백을 최소화할 수 있을지 주목된다.14일 정부와 원전 업계에 따르면, 한국수력원자력(한수원)은 최근 새울 3호기에 대해 한국원자력안전기술원(KINS)의 기술 검토와 원안위 전문위원회 검토를 모두 통과했다. 원전 가동을 위한 기술적 안전성에 문제가 없음을 인정받았다는 의미다. 원안위는 오는 19일 전체회의를 열고 새울 3호기 운영 허가 안건을 심의할 예정이다.2016...",https://n.news.naver.com/article/newspaper/023/0003946787?date=20251215,경영,0.074634018,
매일경제,패션·유통업체 '중고 의류'에서 금맥 캔다,"수거·감정·재판매 대행하고판매자엔 '쇼핑 포인트' 지급무신사 석달새 이용자 4만명LF선 두달만에 6만벌 등록돼""브랜드·고객층 강화에 효과""패션·유통 업체들이 국내 리커머스(중고 거래) 시장에 속속 뛰어들며 이용자와 거래금액을 빠르게 늘려가고 있다. 패션 업체 등이 중고 의류 수거·감정·재판매 등 절차를 대행해주고 기존 소유자에게는 포인트를 줘서 자사 매장 등에서 쇼핑할 수 있게 해주는 방식이다. 개인 간 거래의 불편한 점을 줄여 중고 거래 시장에서 지배력을 높여 가는 동시에 자사 브랜드의 영향력과 고객 기반을 넓혀 가는 차원에서 리커머스 사업을 적극 추진하고 있다.14일 패션 업계에 따르면 헤지스로 유명한 LF의 중고 거래 서비스 엘리마켓은 출범 2개월 만에 이용자 2만명, 등록 상품이 6만개로 추정된다. ...",https://n.news.naver.com/article/newspaper/009/0005605792?date=20251215,기타,0.073882544,
한국경제,K소비재 꽂힌 아세안…뷰티·푸드 '수출 잭팟',"2만명 몰린 산업부·KOTRA '말레이시아 한류박람회'""현지 바이어 반응보고 인기 실감""기업에 1500건 구매 상담 쏟아져아모레·CJ 등 B2C 쇼케이스 북적화장품·의약품 100억弗 수출 탑""韓, 제조업 넘어 소비재 수출강국문화와 산업 선순환 구조 강화""“바이어들이 ‘태극마크’부터 붙여달라고 합니다. 한류 덕분에 수출하기 좋은 시대가 됐습니다.”(박기범 대한태극민턴 대표) “원자재부터 제조까지 ‘메이드인 코리아’라고 하니 해외 소비자가 더 좋아합니다.”(김정수 청사초롱 대표)지난 12일 ‘한류박람회’가 열린 말레이시아 쿠알라룸푸르 선웨이피라미드 컨벤션센터는 한국 화장품과 식품, 패션의류 등을 구매하기 위한 바이어로 가득 찼다. 말레이시아 최대 헬스·뷰티 드러그스토어 체인인 가디언과 최대 식품 유통사인 박스월...",https://n.news.naver.com/article/newspaper/015/0005224242?date=20251215,업계,0.072425433,
한국경제,"""미등록 美특허 사용료도 과세대상""…33년만에 판례 뒤집은 가온의 전략",승소의 전략한미조세조약 분석·입증책임 전환10년 전 美소송기록 발굴 결정타대법원이 33년간 유지된 판례를 뒤집고 해외에만 등록된 특허를 국내 기업이 사용할 때도 과세할 수 있다고 판결한 배경에는 법무법인 가온의 치밀한 소송 전략이 있었다. 방대한 입법자료 분석과 10년 전 해외 소송 기록 발굴을 통해 기존 판례의 논리적 기반을 무너뜨린 것이다.14일 법조계에 따르면 대법원 전원합의체가 지난 9월 18일 결론을 내린 SK하이닉스가 이천세무서를 상대로 낸 경정거부처분취소 소송의 핵심 쟁점은 한미조세조약상 ‘특허 사용’의 의미였다. 대법원은 “국내 미등록 특허권에 관한 사용료라도 그 특허 기술을 국내에서 제조·판매 등에 사실상 사용하는 데 대한 대가라면 국내원천소득에 해당한다”며 원심을 파기환송했다. 그동안 법원...,https://n.news.naver.com/article/newspaper/015/0005224162?date=20251215,경영,0.071769095,
매일경제,[미국 주식 돋보기] 고물가에 '미국판 다이소' 뜬다,달러제너럴 올들어 75% 급등인플레 길어져 소비 양극화저가형 할인업체 실적 개선미국에서 가성비 소비 트렌드가 확산하면서 저가형 할인 유통업체 달러트리와 달러제너럴이 주목을 받고 있다. '미국판 다이소'로 불리는 이들 기업은 고물가 환경 속에서 소득 계층 전반에 걸쳐 가격 민감도가 높아지자 연중 신고가를 경신하며 강세를 이어가고 있다. 12일(현지시간) 뉴욕 증시에서 달러제너럴은 전날보다 0.4% 오른 133.21달러에 장을 마감하며 연중 신고가를 기록했다. 달러제너럴은 올해 들어서만 주가가 70% 이상 급등했다. 경쟁사인 달러트리도 연초 대비 주가가 69.8% 올랐다.올해 미국 증시 상승을 이끈 엔비디아의 주가 상승률을 두 배 이상 웃도는 성과다. 특히 블랙프라이데이를 기점으로 쇼핑시즌이 본격화하는 연말로 ...,https://n.news.naver.com/article/newspaper/009/0005605785?date=20251215,경영,0.069108272,
중앙일보,[김경식의 이코노믹스] 공급자 특정하는 ‘RE100 산단’…에너지고속도로와는 상충,"‘재생에너지 100% 사용 산업단지’ 법안의 문제점에너지고속도로는 이재명 정부 에너지 정책의 트레이드 마크다. 경제협력개발기구(OECD) 회원국 중 압도적 꼴찌인 국내 재생에너지 보급률을 제고하고 청정에너지 체제로 전환하는 데에 중요한 인프라다. 많이 늦었지만 지금이라도 제대로 할 수 있다면 그나마 다행이다.그런데 갑자기 재생에너지를 100% 사용하는 산업단지(‘RE100 산단’)가 끼어들어 혼란을 일으키고 있다. 일각에서는 ‘용인 반도체 클러스터’ 내 국가산단에 2031년 입주 예정인 삼성전자 반도체 공장을 서남권 ‘RE100 산단’으로 옮겨야 한다는 주장도 나온다. 이러한 주장은 에너지고속도로의 의미와 재생에너지의 특징, 전력 시장과 RE100의 관계에 대한 무지에 바탕을 둔 주장이거나 아니면 특정 지역...",https://n.news.naver.com/article/newspaper/025/0003489744?date=20251215,경영,0.069047448,
조선일보,"현대차 수소 SUV 넥쏘, 유럽 안전 평가 ‘별 다섯개’ 최고 등급","현대차의 수소전기 SUV(스포츠유틸리티 차량) ‘디 올 뉴 넥쏘’가 유럽에서 최고 안전 등급인 별 다섯 개를 획득했다. 기존에 최고 등급을 획득한 전기차 아이오닉 시리즈에 이어 수소 연료 차량도 높은 안전성을 입증한 셈이다.현대차는 유럽의 신차 안전성 평가 프로그램인 ‘유로 NCAP 테스트’에서 올해 6월 출시한 2세대 넥쏘 차량이 이 같은 성과를 거뒀다고 14일 밝혔다. 유럽 판매 차량을 대상으로 한 안전성 검사로 성인 탑승자와 어린이 탑승자 보호, 보행자 보호, 안전 보조 시스템 등 4개 항목을 집중 검사한다.넥쏘는 정면과 측면 충돌 시 승객 공간을 안전하게 유지해 탑승자의 주요 신체를 잘 보호하고 탑승자 간 부상 위험을 줄이는 대응책을 갖춘 점에서 높은 평가를 받았다. 또 사고 발생 시 긴급 구난 센터...",https://n.news.naver.com/article/newspaper/023/0003946835?date=20251215,기타,0.067963667,
